"Respirable Suspended Particulates (RSPMC), lat=22.9477, lon=113.3520 [CN_1350A]"
"Station: CN_1350A"
"Time Period (UTC+8): 20201219-20201225"
"Time","Height","ug/m3","Source","Status","Method ID"
2020/12/19 00:00:00,0.0000,43.000000,"AQ_CNEMC",-1,0
2020/12/19 00:00:00,0.0000,42.353800,"AQ_WAQI",-1,0
2020/12/19 01:00:00,0.0000,40.000000,"AQ_CNEMC",-1,0
2020/12/19 01:00:00,0.0000,39.177200,"AQ_WAQI",-1,0
2020/12/19 02:00:00,0.0000,39.000000,"AQ_CNEMC",-1,0
2020/12/19 02:00:00,0.0000,38.118400,"AQ_WAQI",-1,0
2020/12/19 03:00:00,0.0000,37.000000,"AQ_CNEMC",-1,0
2020/12/19 03:00:00,0.0000,36.000700,"AQ_WAQI",-1,0
2020/12/19 04:00:00,0.0000,39.000000,"AQ_CNEMC",-1,0
2020/12/19 04:00:00,0.0000,38.118400,"AQ_WAQI",-1,0
2020/12/19 05:00:00,0.0000,42.000000,"AQ_CNEMC",-1,0
2020/12/19 05:00:00,0.0000,41.294900,"AQ_WAQI",-1,0
2020/12/19 06:00:00,0.0000,44.000000,"AQ_CNEMC",-1,0
2020/12/19 06:00:00,0.0000,42.353800,"AQ_WAQI",-1,0
2020/12/19 07:00:00,0.0000,46.000000,"AQ_CNEMC",-1,0
2020/12/19 07:00:00,0.0000,44.471500,"AQ_WAQI",-1,0
2020/12/19 19:00:00,0.0000,32.000000,"AQ_CNEMC",-1,0
2020/12/19 19:00:00,0.0000,31.765300,"AQ_WAQI",-1,0
2020/12/19 20:00:00,0.0000,56.000000,"AQ_CNEMC",-1,0
2020/12/19 20:00:00,0.0000,55.000000,"AQ_WAQI",-1,0
2020/12/19 21:00:00,0.0000,51.000000,"AQ_CNEMC",-1,0
2020/12/19 21:00:00,0.0000,49.765700,"AQ_WAQI",-1,0
2020/12/19 22:00:00,0.0000,36.000000,"AQ_CNEMC",-1,0
2020/12/19 22:00:00,0.0000,34.941900,"AQ_WAQI",-1,0
2020/12/19 23:00:00,0.0000,35.000000,"AQ_CNEMC",-1,0
2020/12/19 23:00:00,0.0000,33.883000,"AQ_WAQI",-1,0
2020/12/20 00:00:00,0.0000,36.000000,"AQ_CNEMC",-1,0
2020/12/20 00:00:00,0.0000,34.941900,"AQ_WAQI",-1,0
2020/12/20 01:00:00,0.0000,37.000000,"AQ_CNEMC",-1,0
2020/12/20 01:00:00,0.0000,36.000700,"AQ_WAQI",-1,0
2020/12/20 02:00:00,0.0000,39.000000,"AQ_CNEMC",-1,0
2020/12/20 02:00:00,0.0000,38.118400,"AQ_WAQI",-1,0
2020/12/20 03:00:00,0.0000,43.000000,"AQ_CNEMC",-1,0
2020/12/20 03:00:00,0.0000,42.353800,"AQ_WAQI",-1,0
2020/12/20 04:00:00,0.0000,47.000000,"AQ_CNEMC",-1,0
2020/12/20 04:00:00,0.0000,45.530300,"AQ_WAQI",-1,0
2020/12/20 05:00:00,0.0000,52.000000,"AQ_CNEMC",-1,0
2020/12/20 05:00:00,0.0000,50.824500,"AQ_WAQI",-1,0
2020/12/20 06:00:00,0.0000,56.000000,"AQ_CNEMC",-1,0
2020/12/20 06:00:00,0.0000,55.000000,"AQ_WAQI",-1,0
2020/12/20 07:00:00,0.0000,39.000000,"AQ_CNEMC",-1,0
2020/12/20 07:00:00,0.0000,38.118400,"AQ_WAQI",-1,0
2020/12/20 08:00:00,0.0000,38.118400,"AQ_WAQI",-1,0
2020/12/20 09:00:00,0.0000,25.000000,"AQ_CNEMC",-1,0
2020/12/20 09:00:00,0.0000,24.353400,"AQ_WAQI",-1,0
2020/12/20 10:00:00,0.0000,32.000000,"AQ_CNEMC",-1,0
2020/12/20 10:00:00,0.0000,31.765300,"AQ_WAQI",-1,0
2020/12/20 11:00:00,0.0000,37.000000,"AQ_CNEMC",-1,0
2020/12/20 11:00:00,0.0000,36.000700,"AQ_WAQI",-1,0
2020/12/20 12:00:00,0.0000,42.000000,"AQ_CNEMC",-1,0
2020/12/20 12:00:00,0.0000,41.294900,"AQ_WAQI",-1,0
2020/12/20 13:00:00,0.0000,45.000000,"AQ_CNEMC",-1,0
2020/12/20 13:00:00,0.0000,43.412600,"AQ_WAQI",-1,0
2020/12/20 14:00:00,0.0000,51.000000,"AQ_CNEMC",-1,0
2020/12/20 14:00:00,0.0000,49.765700,"AQ_WAQI",-1,0
2020/12/20 15:00:00,0.0000,56.000000,"AQ_CNEMC",-1,0
2020/12/20 15:00:00,0.0000,55.000000,"AQ_WAQI",-1,0
2020/12/20 16:00:00,0.0000,63.000000,"AQ_CNEMC",-1,0
2020/12/20 16:00:00,0.0000,60.940100,"AQ_WAQI",-1,0
2020/12/20 17:00:00,0.0000,69.000000,"AQ_CNEMC",-1,0
2020/12/20 17:00:00,0.0000,66.880200,"AQ_WAQI",-1,0
2020/12/20 18:00:00,0.0000,77.000000,"AQ_CNEMC",-1,0
2020/12/20 18:00:00,0.0000,74.800400,"AQ_WAQI",-1,0
2020/12/20 19:00:00,0.0000,83.000000,"AQ_CNEMC",-1,0
2020/12/20 19:00:00,0.0000,80.740500,"AQ_WAQI",-1,0
2020/12/20 20:00:00,0.0000,87.000000,"AQ_CNEMC",-1,0
2020/12/20 20:00:00,0.0000,84.700600,"AQ_WAQI",-1,0
2020/12/20 21:00:00,0.0000,88.000000,"AQ_CNEMC",-1,0
2020/12/20 21:00:00,0.0000,86.680600,"AQ_WAQI",-1,0
2020/12/20 22:00:00,0.0000,86.000000,"AQ_CNEMC",-1,0
2020/12/20 22:00:00,0.0000,84.700600,"AQ_WAQI",-1,0
2020/12/20 23:00:00,0.0000,80.000000,"AQ_CNEMC",-1,0
2020/12/20 23:00:00,0.0000,78.760500,"AQ_WAQI",-1,0
2020/12/21 00:00:00,0.0000,77.000000,"AQ_CNEMC",-1,0
2020/12/21 00:00:00,0.0000,74.800400,"AQ_WAQI",-1,0
2020/12/21 01:00:00,0.0000,78.000000,"AQ_CNEMC",-1,0
2020/12/21 01:00:00,0.0000,76.780400,"AQ_WAQI",-1,0
2020/12/21 02:00:00,0.0000,82.000000,"AQ_CNEMC",-1,0
2020/12/21 02:00:00,0.0000,80.740500,"AQ_WAQI",-1,0
2020/12/21 03:00:00,0.0000,84.000000,"AQ_CNEMC",-1,0
2020/12/21 04:00:00,0.0000,86.000000,"AQ_CNEMC",-1,0
2020/12/21 04:00:00,0.0000,84.700600,"AQ_WAQI",-1,0
2020/12/21 05:00:00,0.0000,88.000000,"AQ_CNEMC",-1,0
2020/12/21 05:00:00,0.0000,86.680600,"AQ_WAQI",-1,0
2020/12/21 06:00:00,0.0000,91.000000,"AQ_CNEMC",-1,0
2020/12/21 06:00:00,0.0000,88.660700,"AQ_WAQI",-1,0
2020/12/21 07:00:00,0.0000,92.000000,"AQ_CNEMC",-1,0
2020/12/21 07:00:00,0.0000,90.640700,"AQ_WAQI",-1,0
2020/12/21 08:00:00,0.0000,90.000000,"AQ_CNEMC",-1,0
2020/12/21 08:00:00,0.0000,88.660700,"AQ_WAQI",-1,0
2020/12/21 09:00:00,0.0000,85.000000,"AQ_CNEMC",-1,0
2020/12/21 09:00:00,0.0000,82.720600,"AQ_WAQI",-1,0
2020/12/21 10:00:00,0.0000,76.000000,"AQ_CNEMC",-1,0
2020/12/21 10:00:00,0.0000,74.800400,"AQ_WAQI",-1,0
2020/12/21 11:00:00,0.0000,72.000000,"AQ_CNEMC",-1,0
2020/12/21 11:00:00,0.0000,70.840300,"AQ_WAQI",-1,0
2020/12/21 12:00:00,0.0000,70.000000,"AQ_CNEMC",-1,0
2020/12/21 12:00:00,0.0000,68.860300,"AQ_WAQI",-1,0
2020/12/21 13:00:00,0.0000,68.000000,"AQ_CNEMC",-1,0
2020/12/21 13:00:00,0.0000,66.880200,"AQ_WAQI",-1,0
2020/12/21 14:00:00,0.0000,66.000000,"AQ_CNEMC",-1,0
2020/12/21 14:00:00,0.0000,64.900200,"AQ_WAQI",-1,0
2020/12/21 15:00:00,0.0000,65.000000,"AQ_CNEMC",-1,0
2020/12/21 15:00:00,0.0000,62.920200,"AQ_WAQI",-1,0
2020/12/21 16:00:00,0.0000,64.000000,"AQ_CNEMC",-1,0
2020/12/21 16:00:00,0.0000,62.920200,"AQ_WAQI",-1,0
2020/12/21 17:00:00,0.0000,66.000000,"AQ_CNEMC",-1,0
2020/12/21 17:00:00,0.0000,64.900200,"AQ_WAQI",-1,0
2020/12/21 18:00:00,0.0000,80.000000,"AQ_CNEMC",-1,0
2020/12/21 18:00:00,0.0000,78.760500,"AQ_WAQI",-1,0
2020/12/21 19:00:00,0.0000,86.000000,"AQ_CNEMC",-1,0
2020/12/21 19:00:00,0.0000,84.700600,"AQ_WAQI",-1,0
2020/12/21 20:00:00,0.0000,92.000000,"AQ_CNEMC",-1,0
2020/12/21 20:00:00,0.0000,90.640700,"AQ_WAQI",-1,0
2020/12/21 21:00:00,0.0000,93.000000,"AQ_CNEMC",-1,0
2020/12/21 21:00:00,0.0000,90.640700,"AQ_WAQI",-1,0
2020/12/21 22:00:00,0.0000,93.000000,"AQ_CNEMC",-1,0
2020/12/21 22:00:00,0.0000,90.640700,"AQ_WAQI",-1,0
2020/12/21 23:00:00,0.0000,93.000000,"AQ_CNEMC",-1,0
2020/12/21 23:00:00,0.0000,90.640700,"AQ_WAQI",-1,0
2020/12/22 00:00:00,0.0000,88.000000,"AQ_CNEMC",-1,0
2020/12/22 00:00:00,0.0000,86.680600,"AQ_WAQI",-1,0
2020/12/22 01:00:00,0.0000,82.000000,"AQ_CNEMC",-1,0
2020/12/22 01:00:00,0.0000,80.740500,"AQ_WAQI",-1,0
2020/12/22 02:00:00,0.0000,83.000000,"AQ_CNEMC",-1,0
2020/12/22 02:00:00,0.0000,80.740500,"AQ_WAQI",-1,0
2020/12/22 03:00:00,0.0000,83.000000,"AQ_CNEMC",-1,0
2020/12/22 03:00:00,0.0000,80.740500,"AQ_WAQI",-1,0
2020/12/22 04:00:00,0.0000,83.000000,"AQ_CNEMC",-1,0
2020/12/22 04:00:00,0.0000,80.740500,"AQ_WAQI",-1,0
2020/12/22 05:00:00,0.0000,82.000000,"AQ_CNEMC",-1,0
2020/12/22 05:00:00,0.0000,80.740500,"AQ_WAQI",-1,0
2020/12/22 06:00:00,0.0000,83.000000,"AQ_CNEMC",-1,0
2020/12/22 06:00:00,0.0000,80.740500,"AQ_WAQI",-1,0
2020/12/22 07:00:00,0.0000,82.000000,"AQ_CNEMC",-1,0
2020/12/22 07:00:00,0.0000,80.740500,"AQ_WAQI",-1,0
2020/12/22 08:00:00,0.0000,83.000000,"AQ_CNEMC",-1,0
2020/12/22 08:00:00,0.0000,80.740500,"AQ_WAQI",-1,0
2020/12/22 09:00:00,0.0000,80.000000,"AQ_CNEMC",-1,0
2020/12/22 09:00:00,0.0000,78.760500,"AQ_WAQI",-1,0
2020/12/22 10:00:00,0.0000,76.000000,"AQ_CNEMC",-1,0
2020/12/22 10:00:00,0.0000,74.800400,"AQ_WAQI",-1,0
2020/12/22 11:00:00,0.0000,75.000000,"AQ_CNEMC",-1,0
2020/12/22 11:00:00,0.0000,72.820400,"AQ_WAQI",-1,0
2020/12/22 12:00:00,0.0000,74.000000,"AQ_CNEMC",-1,0
2020/12/22 12:00:00,0.0000,72.820400,"AQ_WAQI",-1,0
2020/12/22 13:00:00,0.0000,80.000000,"AQ_CNEMC",-1,0
2020/12/22 13:00:00,0.0000,78.760500,"AQ_WAQI",-1,0
2020/12/22 14:00:00,0.0000,83.000000,"AQ_CNEMC",-1,0
2020/12/22 14:00:00,0.0000,80.740500,"AQ_WAQI",-1,0
2020/12/22 15:00:00,0.0000,93.000000,"AQ_CNEMC",-1,0
2020/12/22 15:00:00,0.0000,90.640700,"AQ_WAQI",-1,0
2020/12/22 16:00:00,0.0000,104.000000,"AQ_CNEMC",-1,0
2020/12/22 16:00:00,0.0000,102.521000,"AQ_WAQI",-1,0
2020/12/22 17:00:00,0.0000,106.000000,"AQ_CNEMC",-1,0
2020/12/22 17:00:00,0.0000,104.501000,"AQ_WAQI",-1,0
2020/12/22 18:00:00,0.0000,107.000000,"AQ_CNEMC",-1,0
2020/12/22 18:00:00,0.0000,104.501000,"AQ_WAQI",-1,0
2020/12/22 19:00:00,0.0000,113.000000,"AQ_CNEMC",-1,0
2020/12/22 19:00:00,0.0000,110.441000,"AQ_WAQI",-1,0
2020/12/22 20:00:00,0.0000,124.000000,"AQ_CNEMC",-1,0
2020/12/22 20:00:00,0.0000,122.321000,"AQ_WAQI",-1,0
2020/12/22 21:00:00,0.0000,126.000000,"AQ_CNEMC",-1,0
2020/12/22 21:00:00,0.0000,124.301000,"AQ_WAQI",-1,0
2020/12/22 22:00:00,0.0000,139.000000,"AQ_CNEMC",-1,0
2020/12/22 22:00:00,0.0000,136.182000,"AQ_WAQI",-1,0
2020/12/22 23:00:00,0.0000,150.000000,"AQ_CNEMC",-1,0
2020/12/22 23:00:00,0.0000,148.062000,"AQ_WAQI",-1,0
2020/12/23 00:00:00,0.0000,146.000000,"AQ_CNEMC",-1,0
2020/12/23 00:00:00,0.0000,144.102000,"AQ_WAQI",-1,0
2020/12/23 01:00:00,0.0000,159.000000,"AQ_CNEMC",-1,0
2020/12/23 01:00:00,0.0000,156.980000,"AQ_WAQI",-1,0
2020/12/23 02:00:00,0.0000,149.000000,"AQ_CNEMC",-1,0
2020/12/23 02:00:00,0.0000,146.082000,"AQ_WAQI",-1,0
2020/12/23 03:00:00,0.0000,135.000000,"AQ_CNEMC",-1,0
2020/12/23 03:00:00,0.0000,132.221000,"AQ_WAQI",-1,0
2020/12/23 04:00:00,0.0000,118.000000,"AQ_CNEMC",-1,0
2020/12/23 04:00:00,0.0000,116.381000,"AQ_WAQI",-1,0
2020/12/23 05:00:00,0.0000,106.000000,"AQ_CNEMC",-1,0
2020/12/23 05:00:00,0.0000,104.501000,"AQ_WAQI",-1,0
2020/12/23 06:00:00,0.0000,96.000000,"AQ_CNEMC",-1,0
2020/12/23 06:00:00,0.0000,94.600800,"AQ_WAQI",-1,0
2020/12/23 07:00:00,0.0000,98.000000,"AQ_CNEMC",-1,0
2020/12/23 07:00:00,0.0000,96.580800,"AQ_WAQI",-1,0
2020/12/23 08:00:00,0.0000,100.000000,"AQ_CNEMC",-1,0
2020/12/23 08:00:00,0.0000,98.560900,"AQ_WAQI",-1,0
2020/12/23 09:00:00,0.0000,110.000000,"AQ_CNEMC",-1,0
2020/12/23 09:00:00,0.0000,108.461000,"AQ_WAQI",-1,0
2020/12/23 10:00:00,0.0000,109.000000,"AQ_CNEMC",-1,0
2020/12/23 10:00:00,0.0000,106.481000,"AQ_WAQI",-1,0
2020/12/23 11:00:00,0.0000,100.000000,"AQ_CNEMC",-1,0
2020/12/23 11:00:00,0.0000,98.560900,"AQ_WAQI",-1,0
2020/12/23 12:00:00,0.0000,90.000000,"AQ_CNEMC",-1,0
2020/12/23 12:00:00,0.0000,88.660700,"AQ_WAQI",-1,0
2020/12/23 13:00:00,0.0000,84.000000,"AQ_CNEMC",-1,0
2020/12/23 13:00:00,0.0000,82.720600,"AQ_WAQI",-1,0
2020/12/23 14:00:00,0.0000,81.000000,"AQ_CNEMC",-1,0
2020/12/23 14:00:00,0.0000,78.760500,"AQ_WAQI",-1,0
2020/12/23 15:00:00,0.0000,80.000000,"AQ_CNEMC",-1,0
2020/12/23 15:00:00,0.0000,78.760500,"AQ_WAQI",-1,0
2020/12/23 16:00:00,0.0000,82.000000,"AQ_CNEMC",-1,0
2020/12/23 16:00:00,0.0000,80.740500,"AQ_WAQI",-1,0
2020/12/23 17:00:00,0.0000,87.000000,"AQ_CNEMC",-1,0
2020/12/23 17:00:00,0.0000,84.700600,"AQ_WAQI",-1,0
2020/12/23 18:00:00,0.0000,101.000000,"AQ_CNEMC",-1,0
2020/12/23 18:00:00,0.0000,98.560900,"AQ_WAQI",-1,0
2020/12/23 19:00:00,0.0000,110.000000,"AQ_CNEMC",-1,0
2020/12/23 19:00:00,0.0000,108.461000,"AQ_WAQI",-1,0
2020/12/23 20:00:00,0.0000,122.000000,"AQ_CNEMC",-1,0
2020/12/23 20:00:00,0.0000,120.341000,"AQ_WAQI",-1,0
2020/12/23 21:00:00,0.0000,139.000000,"AQ_CNEMC",-1,0
2020/12/23 21:00:00,0.0000,136.182000,"AQ_WAQI",-1,0
2020/12/23 22:00:00,0.0000,160.000000,"AQ_CNEMC",-1,0
2020/12/23 22:00:00,0.0000,158.960000,"AQ_WAQI",-1,0
2020/12/23 23:00:00,0.0000,152.000000,"AQ_CNEMC",-1,0
2020/12/23 23:00:00,0.0000,150.042000,"AQ_WAQI",-1,0
2020/12/24 00:00:00,0.0000,157.000000,"AQ_CNEMC",-1,0
2020/12/24 00:00:00,0.0000,155.000000,"AQ_WAQI",-1,0
2020/12/24 01:00:00,0.0000,142.000000,"AQ_CNEMC",-1,0
2020/12/24 01:00:00,0.0000,140.142000,"AQ_WAQI",-1,0
2020/12/24 02:00:00,0.0000,134.000000,"AQ_CNEMC",-1,0
2020/12/24 02:00:00,0.0000,132.221000,"AQ_WAQI",-1,0
2020/12/24 03:00:00,0.0000,114.000000,"AQ_CNEMC",-1,0
2020/12/24 03:00:00,0.0000,112.421000,"AQ_WAQI",-1,0
2020/12/24 04:00:00,0.0000,104.000000,"AQ_CNEMC",-1,0
2020/12/24 04:00:00,0.0000,102.521000,"AQ_WAQI",-1,0
2020/12/24 05:00:00,0.0000,86.000000,"AQ_CNEMC",-1,0
2020/12/24 05:00:00,0.0000,84.700600,"AQ_WAQI",-1,0
2020/12/24 06:00:00,0.0000,72.000000,"AQ_CNEMC",-1,0
2020/12/24 06:00:00,0.0000,70.840300,"AQ_WAQI",-1,0
2020/12/24 07:00:00,0.0000,68.000000,"AQ_CNEMC",-1,0
2020/12/24 07:00:00,0.0000,66.880200,"AQ_WAQI",-1,0
2020/12/24 08:00:00,0.0000,70.000000,"AQ_CNEMC",-1,0
2020/12/24 08:00:00,0.0000,68.860300,"AQ_WAQI",-1,0
2020/12/24 09:00:00,0.0000,64.000000,"AQ_CNEMC",-1,0
2020/12/24 09:00:00,0.0000,62.920200,"AQ_WAQI",-1,0
2020/12/24 10:00:00,0.0000,56.000000,"AQ_CNEMC",-1,0
2020/12/24 10:00:00,0.0000,55.000000,"AQ_WAQI",-1,0
2020/12/24 11:00:00,0.0000,49.000000,"AQ_CNEMC",-1,0
2020/12/24 11:00:00,0.0000,47.648000,"AQ_WAQI",-1,0
2020/12/24 12:00:00,0.0000,44.000000,"AQ_CNEMC",-1,0
2020/12/24 12:00:00,0.0000,42.353800,"AQ_WAQI",-1,0
2020/12/24 13:00:00,0.0000,43.000000,"AQ_CNEMC",-1,0
2020/12/24 13:00:00,0.0000,42.353800,"AQ_WAQI",-1,0
2020/12/24 14:00:00,0.0000,51.000000,"AQ_CNEMC",-1,0
2020/12/24 14:00:00,0.0000,49.765700,"AQ_WAQI",-1,0
2020/12/24 15:00:00,0.0000,56.000000,"AQ_CNEMC",-1,0
2020/12/24 15:00:00,0.0000,55.000000,"AQ_WAQI",-1,0
2020/12/24 16:00:00,0.0000,59.000000,"AQ_CNEMC",-1,0
2020/12/24 16:00:00,0.0000,56.980000,"AQ_WAQI",-1,0
2020/12/24 17:00:00,0.0000,58.000000,"AQ_CNEMC",-1,0
2020/12/24 17:00:00,0.0000,56.980000,"AQ_WAQI",-1,0
2020/12/24 18:00:00,0.0000,56.000000,"AQ_CNEMC",-1,0
2020/12/24 18:00:00,0.0000,55.000000,"AQ_WAQI",-1,0
2020/12/24 19:00:00,0.0000,54.000000,"AQ_CNEMC",-1,0
2020/12/24 19:00:00,0.0000,52.942200,"AQ_WAQI",-1,0
2020/12/24 20:00:00,0.0000,54.000000,"AQ_CNEMC",-1,0
2020/12/24 20:00:00,0.0000,52.942200,"AQ_WAQI",-1,0
2020/12/24 21:00:00,0.0000,60.000000,"AQ_CNEMC",-1,0
2020/12/24 21:00:00,0.0000,58.960100,"AQ_WAQI",-1,0
2020/12/24 22:00:00,0.0000,61.000000,"AQ_CNEMC",-1,0
2020/12/24 22:00:00,0.0000,58.960100,"AQ_WAQI",-1,0
2020/12/24 23:00:00,0.0000,60.000000,"AQ_CNEMC",-1,0
2020/12/24 23:00:00,0.0000,58.960100,"AQ_WAQI",-1,0
2020/12/25 00:00:00,0.0000,56.000000,"AQ_CNEMC",-1,0
2020/12/25 00:00:00,0.0000,55.000000,"AQ_WAQI",-1,0
2020/12/25 01:00:00,0.0000,55.000000,"AQ_CNEMC",-1,0
2020/12/25 01:00:00,0.0000,52.942200,"AQ_WAQI",-1,0
2020/12/25 02:00:00,0.0000,57.000000,"AQ_CNEMC",-1,0
2020/12/25 02:00:00,0.0000,55.000000,"AQ_WAQI",-1,0
2020/12/25 03:00:00,0.0000,59.000000,"AQ_CNEMC",-1,0
2020/12/25 03:00:00,0.0000,56.980000,"AQ_WAQI",-1,0
2020/12/25 04:00:00,0.0000,60.000000,"AQ_CNEMC",-1,0
2020/12/25 04:00:00,0.0000,58.960100,"AQ_WAQI",-1,0
2020/12/25 05:00:00,0.0000,64.000000,"AQ_CNEMC",-1,0
2020/12/25 05:00:00,0.0000,62.920200,"AQ_WAQI",-1,0
2020/12/25 06:00:00,0.0000,65.000000,"AQ_CNEMC",-1,0
2020/12/25 06:00:00,0.0000,62.920200,"AQ_WAQI",-1,0
2020/12/25 07:00:00,0.0000,66.000000,"AQ_CNEMC",-1,0
2020/12/25 07:00:00,0.0000,64.900200,"AQ_WAQI",-1,0
2020/12/25 08:00:00,0.0000,69.000000,"AQ_CNEMC",-1,0
2020/12/25 08:00:00,0.0000,66.880200,"AQ_WAQI",-1,0
2020/12/25 09:00:00,0.0000,73.000000,"AQ_CNEMC",-1,0
2020/12/25 09:00:00,0.0000,70.840300,"AQ_WAQI",-1,0
2020/12/25 10:00:00,0.0000,76.000000,"AQ_CNEMC",-1,0
2020/12/25 10:00:00,0.0000,74.800400,"AQ_WAQI",-1,0
2020/12/25 11:00:00,0.0000,76.000000,"AQ_CNEMC",-1,0
2020/12/25 11:00:00,0.0000,74.800400,"AQ_WAQI",-1,0
2020/12/25 23:00:00,0.0000,60.000000,"AQ_CNEMC",-1,0
